Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Phân loại,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Hướng ban công,Thông tin khác,Lịch sử giá,Khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường 422,31 m²,"4,05 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"5,2 m",Không có thông tin,Không có thông tin,"Đường vào: 2,6 m; Số tầng: 5 tầng",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Kim Ngọc,36 m²,"4,7 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"4,84 m",Không có thông tin,Không có thông tin,Đường vào: 9 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Liên Hà,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Liên Hà,85 m²,"5,1 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,6 m,Không có thông tin,Không có thông tin,Đường vào: 3 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Hạnh Đàn,36 m²,"3,7 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,5 m",Đông - Nam,Đông - Nam,"Đường vào: 2,2 m; Số tầng: 4 tầng",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường 422,34 m²,"4,8 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Đông - Bắc,Đông - Bắc,Đường vào: 3 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Hạ Hồi,30 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Đông - Bắc,Đông - Bắc,Đường vào: 2 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phương Đình,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại xã Phương Đình,98 m²,"6,08 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không nội thất,"6,13 m",Tây - Bắc,Đông - Bắc,Đường vào: 5 m; Số tầng: 1 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",72 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",76 m²,Thỏa thuận,4 phòng,4 phòng,Hợp đồng mua bán,Cơ bản,5 m,Tây - Bắc,Đông - Nam,Đường vào: 35 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",150 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không nội thất,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Nghĩa Trụ,Văn Giang,Hưng Yên,Tập đoàn Vingroup,The Crown - Vinhomes Ocean Park 3,"Nhà biệt thự, liền kề tại The Crown - Vinhomes Ocean Park 3",78 m²,"11,68 tỷ",Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không nội thất,6 m,Đông - Nam,Đông - Nam,Đường vào: 13 m; Số tòa: 10,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu nhà ở xã Tân Lập - Cienco 5,"Nhà biệt thự, liền kề tại Khu nhà ở xã Tân Lập - Cienco 5",72 m²,"8,5 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,6 phòng,5 phòng,Hợp đồng mua bán,Không có thông tin,8 m,Tây - Nam,Không có thông tin,Đường vào: 11 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu nhà ở xã Tân Lập - Cienco 5,"Nhà biệt thự, liền kề tại Khu nhà ở xã Tân Lập - Cienco 5",90 m²,Thỏa thuận,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Đông - Bắc,Không có thông tin,Đường vào: 42 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",112 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,10 m,Đông - Nam,Đông - Nam,Đường vào: 30 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Nghĩa Trụ,Văn Giang,Hưng Yên,Tập đoàn Vingroup,The Crown - Vinhomes Ocean Park 3,"Nhà biệt thự, liền kề tại The Crown - Vinhomes Ocean Park 3",54 m²,"7,6 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tầng: 5 tầng; Số tòa: 10,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,8 m,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,8 m,Không có thông tin,Không có thông tin,"Đường vào: 13,5 m",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",400 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,16 m,Tây - Bắc,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",80 m²,"17,5 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",96 m²,200 triệu/m²,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đường vào: 13 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu nhà ở xã Tân Lập - Cienco 5,"Nhà biệt thự, liền kề tại Khu nhà ở xã Tân Lập - Cienco 5",72 m²,9 tỷ,5 phòng,4 phòng,Hợp đồng mua bán,Không có thông tin,5 m,Đông - Bắc,Không có thông tin,Đường vào: 13 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Không có thông tin,Không có thông tin,"Nhà biệt thự, liền kề tại xã Tân Lập",293 m²,30 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,12 m,Không có thông tin,Không có thông tin,Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",75 m²,"12,75 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Không có thông tin,Không có thông tin,Đường vào: 8 m; Số tầng: 5 tầng; Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",136 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,10 m,Đông - Nam,Đông - Nam,Đường vào: 30 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,"19,6 tỷ",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,8 m,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu nhà ở xã Tân Lập - Cienco 5,"Nhà biệt thự, liền kề tại Khu nhà ở xã Tân Lập - Cienco 5",72 m²,"10,3 tỷ",Không có thông tin,Không có thông tin,Đang chờ sổ,Không có thông tin,5 m,Đông - Bắc,Không có thông tin,Đường vào: 13 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",120 m²,Thỏa thuận,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,8 m,Tây - Nam,Tây - Nam,Đường vào: 40 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",209 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,7 m,Đông - Nam,Đông - Nam,Đường vào: 40 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",72 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,6 m,Đông - Nam,Đông - Nam,Đường vào: 30 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",96 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Đông - Nam,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",96 m²,200 triệu/m²,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đường vào: 13 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",136 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,6 m,Đông - Nam,Đông - Nam,Đường vào: 30 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",96 m²,180 triệu/m²,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"6,5 m",Đông - Nam,Đông - Nam,Đường vào: 15 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",80 m²,Thỏa thuận,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,6 m,Tây - Nam,Tây - Nam,Đường vào: 40 m; Số tầng: 5 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",300 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Đông,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Nghĩa Trụ,Văn Giang,Hưng Yên,Tập đoàn Vingroup,The Crown - Vinhomes Ocean Park 3,"Nhà biệt thự, liền kề tại The Crown - Vinhomes Ocean Park 3",70 m²,"8,7 tỷ",5 phòng,3 phòng,Hợp đồng mua bán,Không có thông tin,5 m,Đông - Bắc,Đông - Bắc,Đường vào: 13 m; Số tầng: 5 tầng; Số tòa: 10,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,8 m,Tây - Bắc,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",72 m²,250 triệu/m²,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",400 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,16 m,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô","87,5 m²",16 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Tây - Bắc,Tây - Bắc,Đường vào: 24 m; Số tầng: 3 tầng; Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,10 m,Không có thông tin,Không có thông tin,"Đường vào: 13,5 m; Số tầng: 3 tầng",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Đang chờ sổ,Không có thông tin,8 m,Tây - Bắc,Không có thông tin,Đường vào: 24 m; Số tầng: 3 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",90 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",75 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Không có thông tin,Không có thông tin,Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",72 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Đang cập nhật,Noble Palace Tây Thăng Long,"Nhà biệt thự, liền kề tại Noble Palace Tây Thăng Long",125 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",70 m²,15 tỷ,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",70 m²,15 tỷ,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu nhà ở xã Tân Lập - Cienco 5,"Nhà biệt thự, liền kề tại Khu nhà ở xã Tân Lập - Cienco 5",75 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,5 m,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",110 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không nội thất,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô","72,5 m²",18 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Tây - Bắc,Tây - Bắc,Đường vào: 15 m; Số tầng: 3 tầng; Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",90 m²,15 tỷ,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông - Nam,Đông - Nam,"Đường vào: 13,5 m; Số tầng: 4 tầng; Số tòa: 3",Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",96 m²,200 triệu/m²,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Đường vào: 13 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô",204 m²,25 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,12 m,Đông - Nam,Đông - Nam,Đường vào: 20 m; Số tầng: 3 tầng; Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Lập,Đan Phượng,Hà Nội,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),Khu đô thị mới Tân Tây Đô,"Nhà biệt thự, liền kề tại Khu đô thị mới Tân Tây Đô","87,5 m²",Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,Tây - Bắc,Không có thông tin,Đường vào: 24 m; Số tầng: 4 tầng; Số tòa: 3,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ,Không có thông tin,Không có thông tin,Đông - Nam,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Tây,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Yên Hòa,Cầu Giấy,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Hoa Bằng,70 m²,"17,9 tỷ",14 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",200 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,8 m,Đông - Bắc,Không có thông tin,Đường vào: 22 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Thị trấn Phùng,Đan Phượng,Hà Nội,Công ty TNHH Đầu Tư và Phát triển DIA,The Phoenix Garden,"Nhà biệt thự, liền kề tại The Phoenix Garden",400 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,16 m,Tây - Bắc,Không có thông tin,Đường vào: 12 m,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Xã Tân Hội,Đan Phượng,Hà Nội,Tập đoàn Vingroup,Vinhomes Wonder Park,"Nhà biệt thự, liền kề tại Vinhomes Wonder Park",72 m²,Thỏa thuận,4 phòng,4 phòng,Hợp đồng mua bán,Không có thông tin,5 m,Tây - Bắc,Đông - Nam,Đường vào: 35 m; Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
